"","y","eta","c_s","ppi.1","ppi.2","ppi.3","ppi.4","PPi","II","RRi","ARi"
"40",2,0.523846188780086,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,13,5,1,12
"41",3,1.29080599912516,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,14,1,1,13
"42",4,0.810056159573935,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,14,2,1,13
"43",4,1.09697758870291,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,14,3,1,13
"44",3,1.00639761891928,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,14,4,1,13
"45",2,0.0280637013320878,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,14,5,1,13
"46",3,-0.0412466845330298,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,16,1,1,14
"47",2,0.889802105853801,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,16,2,1,14
"48",4,1.79649509535842,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,16,3,1,14
"49",1,0.478035409898806,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,16,4,1,14
"50",1,0.0976840553360821,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,16,5,1,14
"51",2,-0.654749080258398,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,18,1,1,16
"52",2,0.193328026426151,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,18,2,1,16
"53",4,-0.0992022979133509,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,18,3,1,16
"54",4,-0.0106147985178774,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,18,4,1,16
"55",4,-1.12315954067309,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,18,5,1,16
"56",1,-0.834659245452853,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,20,1,1,18
"57",4,-0.514772920341471,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,20,2,1,18
"58",4,-1.06271179379077,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,20,3,1,18
"59",3,0.0130996212085519,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,20,4,1,18
"60",4,-0.503661759387885,2,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,20,5,1,18
"61",3,-0.26768176707607,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,21,1,1,20
"62",1,-0.0735406017655832,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,21,2,1,20
"63",2,-0.145697419240413,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,21,3,1,20
"64",4,-0.535475774380475,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,21,4,1,20
"65",2,-0.694646618609558,2,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,21,5,1,20
"66",4,-0.558472172073007,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,22,1,1,21
"67",4,0.410141668812693,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,22,2,1,21
"68",1,-0.401124896722826,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,22,3,1,21
"69",4,-0.0877698820748337,2,0.171981870529791,0.196768299408953,0.200314940037107,0.430934890024148,22,4,1,21
"70",4,0.250420263025718,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,22,5,1,21
"71",4,0.378553623914421,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,23,1,1,22
"72",4,-0.369260384006438,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,23,2,1,22
"73",2,-0.0860284398317588,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224568,23,3,1,22
"74",2,0.738876281658125,1,0.171981870529791,0.196768299408953,0.200314940037107,0.430934890024148,23,4,1,22
"75",4,-0.16811793465653,2,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,23,5,1,22
"76",1,0.982571696978371,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,24,1,1,23
"77",2,1.06457012046831,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,24,2,1,23
"78",4,-0.201947299420749,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,24,3,1,23
"79",4,0.216442456914048,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,24,4,1,23
"80",1,0.380134205805152,2,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,24,5,1,23
"81",4,0.195000389512203,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,25,1,1,24
"82",2,0.376806866477131,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,25,2,1,24
"83",4,0.349360723071995,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224568,25,3,1,24
"84",4,0.201469637593817,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,25,4,1,24
"85",3,-0.205719822948982,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,25,5,1,24
"86",3,-1.44871095616992,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,27,1,1,25
"87",3,-0.916113785249629,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,27,2,1,25
"88",1,1.40796964024424,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,27,3,1,25
"89",1,0.563190306773086,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,27,4,1,25
"90",3,-0.216061680855805,2,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,27,5,1,25
"91",4,-0.11396617223479,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,28,1,1,27
"92",3,-0.212106186419217,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,28,2,1,27
"93",2,-0.158573395467858,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,28,3,1,27
"94",3,-0.808762172819713,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,28,4,1,27
"95",2,-0.492313044483107,2,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,28,5,1,27
"96",4,0.54015338389003,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,30,1,1,28
"97",1,1.36184265268668,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,30,2,1,28
"98",3,0.651351655961999,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224568,30,3,1,28
"99",2,0.100708841106612,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,30,4,1,28
"100",3,-1.76198784141842,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,30,5,1,28
"101",4,-0.839129909271457,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,31,1,1,30
"102",4,-0.365690532713483,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,31,2,1,30
"103",2,0.530354441230575,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,31,3,1,30
"104",2,0.13018113178357,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,31,4,1,30
"105",4,-0.572841399187481,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,31,5,1,30
"106",1,-0.639244776585668,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,32,1,1,31
"107",1,-0.386871612192903,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,32,2,1,31
"108",4,-0.0796926709639535,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,32,3,1,31
"109",1,0.371467173028377,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,32,4,1,31
"110",1,0.800010410388338,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,32,5,1,31
"111",2,-0.0248104199699198,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,33,1,1,32
"112",3,0.55531981355646,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,33,2,1,32
"113",4,0.851189850221014,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,33,3,1,32
"114",4,-0.583217723037774,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,33,4,1,32
"115",2,-0.0902652372429513,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,33,5,1,32
"116",4,0.224819645423924,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,34,1,1,33
"117",4,-0.805553179049799,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,34,2,1,33
"118",4,0.496832819614063,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224568,34,3,1,33
"119",3,0.717503309970236,2,0.171981870529791,0.196768299408953,0.200314940037107,0.430934890024149,34,4,1,33
"120",1,0.187924867844049,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,34,5,1,33
"121",4,-0.37191543450181,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,36,1,1,34
"122",2,-0.1101428669486,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,36,2,1,34
"123",3,0.440511315658149,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,36,3,1,34
"124",2,-0.322119069930323,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,36,4,1,34
"125",4,-0.350105955055012,2,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,36,5,1,34
"126",4,-1.82960722183623,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,37,1,1,36
"127",1,0.00914308553220547,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,37,2,1,36
"128",4,-1.31100565017591,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,37,3,1,36
"129",2,-0.0312768437261122,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,37,4,1,36
"130",4,1.61341659025409,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,37,5,1,36
"131",1,-0.394126258147872,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,38,1,1,37
"132",4,0.55335694010779,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,38,2,1,37
"133",4,-0.256426298980214,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,38,3,1,37
"134",2,3.00611101455317,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,38,4,1,37
"135",4,-1.00556874495632,1,0.172971565183259,0.195067320780685,0.197868365907741,0.434092748128316,38,5,1,37
"136",1,0.208655731353812,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,39,1,1,38
"137",1,0.311910936495082,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,39,2,1,38
"138",1,-0.0323734182206171,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,39,3,1,38
"139",1,-0.334716592265538,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,39,4,1,38
"140",3,0.523846188780086,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,39,5,1,38
"141",1,1.29080599912516,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,40,1,1,39
"142",4,0.810056159573935,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,40,2,1,39
"143",1,1.09697758870291,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224568,40,3,1,39
"144",2,1.00639761891928,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,40,4,1,39
"145",4,0.0280637013320878,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,40,5,1,39
"146",4,-0.0412466845330298,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,41,1,1,40
"147",2,0.889802105853801,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,41,2,1,40
"148",3,1.79649509535842,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224568,41,3,1,40
"149",4,0.478035409898806,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,41,4,1,40
"150",3,0.0976840553360821,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,41,5,1,40
"151",4,-0.654749080258398,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,42,1,1,41
"152",2,0.193328026426151,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,42,2,1,41
"153",1,-0.0992022979133509,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,42,3,1,41
"154",4,-0.0106147985178774,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,42,4,1,41
"155",3,-1.12315954067309,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,42,5,1,41
"156",4,-0.834659245452853,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,43,1,1,42
"157",3,-0.514772920341471,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,43,2,1,42
"158",4,-1.06271179379077,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,43,3,1,42
"159",3,0.0130996212085519,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,43,4,1,42
"160",4,-0.503661759387885,2,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,43,5,1,42
"161",2,-0.26768176707607,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,46,1,1,43
"162",2,-0.0735406017655832,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,46,2,1,43
"163",4,-0.145697419240413,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,46,3,1,43
"164",4,-0.535475774380475,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,46,4,1,43
"165",4,-0.694646618609558,2,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,46,5,1,43
"166",4,-0.558472172073007,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,47,1,1,46
"167",4,0.410141668812693,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,47,2,1,46
"168",4,-0.401124896722826,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,47,3,1,46
"169",1,-0.0877698820748337,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,47,4,1,46
"170",4,0.250420263025718,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,47,5,1,46
"171",2,0.378553623914421,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,50,1,1,47
"172",1,-0.369260384006438,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,50,2,1,47
"173",3,-0.0860284398317588,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,50,3,1,47
"174",4,0.738876281658125,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,50,4,1,47
"175",1,-0.16811793465653,2,0.172971565183259,0.195067320780685,0.197868365907741,0.434092748128316,50,5,1,47
"176",4,0.982571696978371,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,52,1,1,50
"177",4,1.06457012046831,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,52,2,1,50
"178",3,-0.201947299420749,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,52,3,1,50
"179",4,0.216442456914048,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,52,4,1,50
"180",4,0.380134205805152,2,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,52,5,1,50
"181",4,0.195000389512203,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,53,1,1,52
"182",3,0.376806866477131,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,53,2,1,52
"183",2,0.349360723071995,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,53,3,1,52
"184",4,0.201469637593817,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,53,4,1,52
"185",1,-0.205719822948982,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,53,5,1,52
"186",4,-1.44871095616992,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,55,1,1,53
"187",2,-0.916113785249629,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,55,2,1,53
"188",3,1.40796964024424,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,55,3,1,53
"189",3,0.563190306773086,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,55,4,1,53
"190",3,-0.216061680855805,2,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,55,5,1,53
"191",2,-0.11396617223479,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,57,1,1,55
"192",3,-0.212106186419217,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,57,2,1,55
"193",1,-0.158573395467858,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224568,57,3,1,55
"194",4,-0.808762172819713,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,57,4,1,55
"195",4,-0.492313044483107,2,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,57,5,1,55
"196",4,0.54015338389003,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,58,1,1,57
"197",3,1.36184265268668,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,58,2,1,57
"198",1,0.651351655961999,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,58,3,1,57
"199",1,0.100708841106612,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,58,4,1,57
"200",1,-1.76198784141842,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,58,5,1,57
"201",3,-0.839129909271457,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,59,1,1,58
"202",1,-0.365690532713483,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,59,2,1,58
"203",4,0.530354441230575,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,59,3,1,58
"204",4,0.13018113178357,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,59,4,1,58
"205",4,-0.572841399187481,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,59,5,1,58
"206",3,-0.639244776585668,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,60,1,1,59
"207",2,-0.386871612192903,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,60,2,1,59
"208",1,-0.0796926709639535,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,60,3,1,59
"209",1,0.371467173028377,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,60,4,1,59
"210",4,0.800010410388338,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,60,5,1,59
"211",1,-0.0248104199699198,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,61,1,1,60
"212",1,0.55531981355646,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,61,2,1,60
"213",3,0.851189850221014,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,61,3,1,60
"214",2,-0.583217723037774,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,61,4,1,60
"215",3,-0.0902652372429513,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,61,5,1,60
"216",4,0.224819645423924,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,62,1,1,61
"217",2,-0.805553179049799,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,62,2,1,61
"218",2,0.496832819614063,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,62,3,1,61
"219",3,0.717503309970236,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,62,4,1,61
"220",1,0.187924867844049,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,62,5,1,61
"221",4,-0.37191543450181,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,63,1,1,62
"222",1,-0.1101428669486,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,63,2,1,62
"223",4,0.440511315658149,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,63,3,1,62
"224",3,-0.322119069930323,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,63,4,1,62
"225",2,-0.350105955055012,2,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,63,5,1,62
"226",2,-1.82960722183623,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,64,1,1,63
"227",4,0.00914308553220547,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,64,2,1,63
"228",4,-1.31100565017591,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224568,64,3,1,63
"229",3,-0.0312768437261122,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,64,4,1,63
"230",4,1.61341659025409,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,64,5,1,63
"231",4,-0.394126258147872,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,67,1,1,64
"232",3,0.55335694010779,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,67,2,1,64
"233",3,-0.256426298980214,2,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224568,67,3,1,64
"234",2,3.00611101455317,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,67,4,1,64
"235",4,-1.00556874495632,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,67,5,1,64
"236",2,0.208655731353812,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,68,1,1,67
"237",1,0.311910936495082,2,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,68,2,1,67
"238",4,-0.0323734182206171,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224569,68,3,1,67
"239",1,-0.334716592265538,2,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,68,4,1,67
"240",4,0.523846188780086,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,68,5,1,67
"241",2,1.29080599912516,1,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,71,1,1,68
"242",3,0.810056159573935,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,71,2,1,68
"243",4,1.09697758870291,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224568,71,3,1,68
"244",3,1.00639761891928,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,71,4,1,68
"245",4,0.0280637013320878,1,0.172971565183259,0.195067320780684,0.197868365907741,0.434092748128316,71,5,1,68
"246",1,-0.0412466845330298,2,0.174130033484249,0.192303354133441,0.194184167207745,0.439382445174565,72,1,1,71
"247",4,0.889802105853801,1,0.17303200165285,0.194949505766974,0.197704490671665,0.434314001908511,72,2,1,71
"248",2,1.79649509535842,1,0.172259318645117,0.196328399398791,0.199666951731524,0.431745330224568,72,3,1,71
"249",4,0.478035409898806,1,0.171981870529791,0.196768299408954,0.200314940037107,0.430934890024148,72,4,1,71
