"","y","eta","c_s","ppi.1","ppi.2","ppi.3","ppi.4","PPi","II","RRi","ARi","lambda","beta","delta","tau.1","tau.2","phi"
"27",4,0.392828128576044,1,0.0315314509511321,0.295776154334287,0.292389247683437,0.380303147031144,9,2,1,7,-0.21503080048125,0.27870542679529,-0.10353350945666,-1.0415911337336,0.520213629772526,-0.264990596638778
"28",2,0.905570542489479,1,0.00467346554672766,0.228070492363103,0.268707519363352,0.498548522726817,9,3,1,7,0.288719902556351,0.0843907569855494,3.36776473870934,-1.1533075572692,0.153388684729037,-0.10958677630699
"29",4,1.64561336897363,1,0.00200880426800209,0.207806898700881,0.254558897234971,0.535625399796146,9,4,1,7,0.463765374601969,0.0776294291508559,-0.585644413516335,0.321531497643745,0.0298935109659999,-0.291276855170601
"30",2,1.44822244612882,1,0.075087494180986,0.274060106390287,0.291197517734777,0.359654881693949,9,5,1,7,-0.815728160823804,0.0641561938708907,-0.10353350945666,3.58533067269739,-0.0173673331188809,1.01441175391709
"31",4,-1.56768438964095,1,0.000852807159462389,0.0811173864017269,0.193625976128662,0.724403830310149,11,1,1,9,0.278273684146734,-0.504881806802586,3.36776473870934,-0.211833603383945,-0.133659978299199,-0.348557525800724
"32",4,-0.405450709482824,2,0.0258327371221357,0.266942600800994,0.290699569070848,0.416525093006023,11,2,1,9,-0.21503080048125,0.27870542679529,-0.585644413516335,-1.0415911337336,0.520213629772526,-0.264990596638778
"33",4,-0.326991790374226,2,0.00322625129775765,0.184791299422252,0.255532127768085,0.556450321511905,11,3,1,9,0.288719902556351,0.0843907569855494,-0.10353350945666,-1.1533075572692,0.153388684729037,-0.10958677630699
"34",4,-0.374618038805771,1,0.00127486608165096,0.159604725470926,0.236609896536045,0.602510511911377,11,4,1,9,0.463765374601969,0.0776294291508559,3.36776473870934,0.321531497643745,0.0298935109659999,-0.291276855170601
"35",2,0.232318834324709,1,0.067669361988603,0.260447271220765,0.291817395645447,0.380065971145185,11,5,1,9,-0.815728160823804,0.0641561938708907,-0.585644413516335,3.58533067269739,-0.0173673331188809,1.01441175391709
"36",4,-0.329086004268301,1,0.0744007634282619,0.699517423446606,0.165046469966175,0.0610353431589574,16,1,1,11,0.278273684146734,-0.504881806802586,-0.10353350945666,-0.211833603383945,-0.133659978299199,-0.348557525800724
"37",2,-0.789725591874952,2,0.226536075486507,0.569771684476911,0.151023103374416,0.0526691366621655,16,2,1,11,-0.21503080048125,0.27870542679529,3.36776473870934,-1.0415911337336,0.520213629772526,-0.264990596638778
"38",1,-0.209691462734327,2,0.13481246477153,0.744933478687378,0.099376935734328,0.0208771208067647,16,3,1,11,0.288719902556351,0.0843907569855494,-0.585644413516335,-1.1533075572692,0.153388684729037,-0.10958677630699
"39",2,-1.18574426722002,2,0.10483956324291,0.809518193464458,0.0740174306964223,0.0116248125962093,16,4,1,11,0.463765374601969,0.0776294291508559,-0.10353350945666,0.321531497643745,0.0298935109659999,-0.291276855170601
"40",3,0.968160268341316,1,0.235968062241226,0.418426168541293,0.215997181957088,0.129608587260393,16,5,1,11,-0.815728160823804,0.0641561938708907,3.36776473870934,3.58533067269739,-0.0173673331188809,1.01441175391709
"41",2,0.185851815469245,1,0.00173346028723014,0.125274167519618,0.227193401380674,0.645798970812478,17,1,1,16,0.278273684146734,-0.504881806802586,-0.585644413516335,-0.211833603383945,-0.133659978299199,-0.348557525800724
"42",2,0.200568832732855,1,0.036322518820417,0.317372104547265,0.29224062204588,0.354064754586437,17,2,1,16,-0.21503080048125,0.27870542679529,-0.10353350945666,-1.0415911337336,0.520213629772526,-0.264990596638778
"43",2,-2.60017783977923,1,0.0060663440872435,0.263233983580285,0.275763978962696,0.454935693369775,17,3,1,16,0.288719902556351,0.0843907569855494,3.36776473870934,-1.1533075572692,0.153388684729037,-0.10958677630699
"44",4,2.43633301372836,2,0.00276279922567767,0.248483359236955,0.264637432850833,0.484116408686534,17,4,1,16,0.463765374601969,0.0776294291508559,-0.585644413516335,0.321531497643745,0.0298935109659999,-0.291276855170601
"45",3,2.38239577366039,2,0.0809059805179771,0.28402249527956,0.290260866596261,0.344810657606202,17,5,1,16,-0.815728160823804,0.0641561938708907,-0.10353350945666,3.58533067269739,-0.0173673331188809,1.01441175391709
"46",4,0.840636735636303,1,0.000387578883847642,0.0494011768633448,0.158015991933221,0.792195252319587,19,1,1,17,0.278273684146734,-0.504881806802586,3.36776473870934,-0.211833603383945,-0.133659978299199,-0.348557525800724
"47",3,1.09590703103192,2,0.0175418905517804,0.216740659718977,0.282217163458811,0.483500286270432,19,2,1,17,-0.21503080048125,0.27870542679529,-0.585644413516335,-1.0415911337336,0.520213629772526,-0.264990596638778
"48",4,0.667019741220817,1,0.00156260443009899,0.120304334576055,0.223611515054153,0.654521545939693,19,3,1,17,0.288719902556351,0.0843907569855494,-0.10353350945666,-1.1533075572692,0.153388684729037,-0.10958677630699
"49",3,-0.828531034522143,1,0.000522287793647937,0.0930062802856732,0.196119445252241,0.710351986668438,19,4,1,17,0.463765374601969,0.0776294291508559,3.36776473870934,0.321531497643745,0.0298935109659999,-0.291276855170601
"50",2,-0.455683449415103,1,0.0554694275949587,0.235477043481139,0.29100945557373,0.418044073350173,19,5,1,17,-0.815728160823804,0.0641561938708907,-0.585644413516335,3.58533067269739,-0.0173673331188809,1.01441175391709
"51",4,0.272791396177343,2,0.0173229358888671,0.435679472113084,0.274978828129514,0.272018763868534,22,1,1,19,0.278273684146734,-0.504881806802586,-0.10353350945666,-0.211833603383945,-0.133659978299199,-0.348557525800724
"52",4,-1.74071389945795,2,0.108536483282095,0.497812528119641,0.240621780377382,0.153029208220882,22,2,1,19,-0.21503080048125,0.27870542679529,3.36776473870934,-1.0415911337336,0.520213629772526,-0.264990596638778
"53",4,0.104225590138144,2,0.0410218074222177,0.612652220735826,0.220899075079552,0.125426896762405,22,3,1,19,0.288719902556351,0.0843907569855494,-0.585644413516335,-1.1533075572692,0.153388684729037,-0.10958677630699
"54",2,0.635898782631335,2,0.0265533436429451,0.670252068888955,0.200337888325623,0.102856699142477,22,4,1,19,0.463765374601969,0.0776294291508559,-0.10353350945666,0.321531497643745,0.0298935109659999,-0.291276855170601
"55",2,0.55565568637446,1,0.149019682992685,0.367374464863152,0.263656166746089,0.219949685398075,22,5,1,19,-0.815728160823804,0.0641561938708907,3.36776473870934,3.58533067269739,-0.0173673331188809,1.01441175391709
"56",2,-0.0794745155834916,1,0.0364067962413991,0.582510425267221,0.23388991763294,0.14719286085844,25,1,1,22,0.278273684146734,-0.504881806802586,-0.585644413516335,-0.211833603383945,-0.133659978299199,-0.348557525800724
"57",2,1.68184555534391,1,0.15694634916222,0.546139431996892,0.20027875752778,0.0966354613131072,25,2,1,22,-0.21503080048125,0.27870542679529,-0.10353350945666,-1.0415911337336,0.520213629772526,-0.264990596638778
"58",2,0.297915611878254,1,0.0746772336955439,0.706155645432343,0.161210495907212,0.0579566249649013,25,3,1,22,0.288719902556351,0.0843907569855494,3.36776473870934,-1.1533075572692,0.153388684729037,-0.10958677630699
"59",2,-0.738142948183158,2,0.0527988147739616,0.773188654728395,0.134076527474374,0.0399360030232693,25,4,1,22,0.463765374601969,0.0776294291508559,-0.585644413516335,0.321531497643745,0.0298935109659999,-0.291276855170601
"60",2,-0.951323781849078,1,0.186473252516233,0.395097721964126,0.24370034345689,0.17472868206275,25,5,1,22,-0.815728160823804,0.0641561938708907,-0.10353350945666,3.58533067269739,-0.0173673331188809,1.01441175391709
"61",4,1.45059207578497,2,0.00101052163649187,0.0901097349431015,0.201643565002953,0.707236178417454,26,1,1,25,0.278273684146734,-0.504881806802586,3.36776473870934,-0.211833603383945,-0.133659978299199,-0.348557525800724
"62",2,-0.453744502384003,1,0.0280428620300454,0.278580200735367,0.291646787020231,0.401730150214357,26,2,1,25,-0.21503080048125,0.27870542679529,-0.585644413516335,-1.0415911337336,0.520213629772526,-0.264990596638778
"63",2,-0.267986103730457,1,0.00375947009366388,0.201733735085882,0.261343130774188,0.533163664046266,26,3,1,25,0.288719902556351,0.0843907569855494,-0.10353350945666,-1.1533075572692,0.153388684729037,-0.10958677630699
"64",3,1.05288484547057,2,0.00153838114766945,0.178194330441054,0.244416092302763,0.575851196108513,26,4,1,25,0.463765374601969,0.0776294291508559,3.36776473870934,0.321531497643745,0.0298935109659999,-0.291276855170601
"65",3,0.182229727192938,2,0.07062028796799,0.265991865103367,0.291655963677837,0.371731883250806,26,5,1,25,-0.815728160823804,0.0641561938708907,-0.585644413516335,3.58533067269739,-0.0173673331188809,1.01441175391709
"66",4,-1.34505852099282,1,0.000660165737871427,0.0691382157384783,0.181706269901272,0.748495348622378,28,1,1,26,0.278273684146734,-0.504881806802586,-0.10353350945666,-0.211833603383945,-0.133659978299199,-0.348557525800724
"67",4,0.870343838840926,1,0.0228056984388917,0.249928285276535,0.288646622033303,0.43861939425127,28,2,1,26,-0.21503080048125,0.27870542679529,3.36776473870934,-1.0415911337336,0.520213629772526,-0.264990596638778
"68",4,1.31998993039317,1,0.0025558783220393,0.16134835381414,0.245906250511959,0.590189517351862,28,3,1,26,0.288719902556351,0.0843907569855494,-0.585644413516335,-1.1533075572692,0.153388684729037,-0.10958677630699
"69",4,-0.58308308031885,1,0.000957275249404357,0.134567372610712,0.224000350083613,0.640475002056271,28,4,1,26,0.463765374601969,0.0776294291508559,-0.10353350945666,0.321531497643745,0.0298935109659999,-0.291276855170601
"70",2,-1.0337092152749,2,0.0634469469907414,0.25219523350162,0.291827795944834,0.392530023562805,28,5,1,26,-0.815728160823804,0.0641561938708907,3.36776473870934,3.58533067269739,-0.0173673331188809,1.01441175391709
"71",4,-0.0200687664069415,2,9.7242125771098e-05,0.0203003118534668,0.106350009812406,0.873252436208356,29,1,1,28,0.278273684146734,-0.504881806802586,-0.585644413516335,-0.211833603383945,-0.133659978299199,-0.348557525800724
"72",4,-0.00412745137576015,1,0.00868527494800347,0.145038274925942,0.255247041817843,0.591029408308211,29,2,1,28,-0.21503080048125,0.27870542679529,-0.10353350945666,-1.0415911337336,0.520213629772526,-0.264990596638778
"73",4,0.557075766400304,2,0.000419331623159545,0.053150942685768,0.162646601355735,0.783783124335337,29,3,1,28,0.288719902556351,0.0843907569855494,3.36776473870934,-1.1533075572692,0.153388684729037,-0.10958677630699
"74",3,2.38603556250574,1,0.000103790842231026,0.033473655643656,0.127836017730196,0.838586535783917,29,4,1,28,0.463765374601969,0.0776294291508559,-0.585644413516335,0.321531497643745,0.0298935109659999,-0.291276855170601
"75",3,-1.04512688616885,1,0.0389405583779664,0.195007274583929,0.284290983902981,0.481761183135124,29,5,1,28,-0.815728160823804,0.0641561938708907,-0.10353350945666,3.58533067269739,-0.0173673331188809,1.01441175391709
"76",4,0.624395940224746,1,0.00016386757679488,0.0284599272640674,0.124039812005951,0.847336393153187,30,1,1,29,0.278273684146734,-0.504881806802586,3.36776473870934,-0.211833603383945,-0.133659978299199,-0.348557525800724
"77",3,0.0968066295918858,2,0.0113664514003664,0.169641460247921,0.266819854210727,0.552172234140986,30,2,1,29,-0.21503080048125,0.27870542679529,-0.585644413516335,-1.0415911337336,0.520213629772526,-0.264990596638778
"78",4,0.251670124069017,1,0.000692663452187936,0.0729002490221449,0.185232170375584,0.741174917150083,30,3,1,29,0.288719902556351,0.0843907569855494,-0.10353350945666,-1.1533075572692,0.153388684729037,-0.10958677630699
"79",4,-0.627396707605788,1,0.000192027764586064,0.0496266154825219,0.151869747185934,0.798311609566958,30,4,1,29,0.463765374601969,0.0776294291508559,3.36776473870934,0.321531497643745,0.0298935109659999,-0.291276855170601
"80",4,-0.379504724659712,1,0.0445502385039092,0.209768246467124,0.287536576820364,0.458144938208603,30,5,1,29,-0.815728160823804,0.0641561938708907,-0.585644413516335,3.58533067269739,-0.0173673331188809,1.01441175391709
"81",4,-0.67201900271063,2,0.011799955014454,0.364099254116276,0.281932917932426,0.342167872936845,32,1,1,30,0.278273684146734,-0.504881806802586,-0.10353350945666,-0.211833603383945,-0.133659978299199,-0.348557525800724
"82",3,1.13939439150476,1,0.0901496106518672,0.468459360818783,0.25654232433384,0.18484870419551,32,2,1,30,-0.21503080048125,0.27870542679529,3.36776473870934,-1.0415911337336,0.520213629772526,-0.264990596638778
"83",3,0.615919924532953,2,0.0301340359977541,0.553328172527796,0.245295130882114,0.171242660592336,32,3,1,30,0.288719902556351,0.0843907569855494,-0.585644413516335,-1.1533075572692,0.153388684729037,-0.10958677630699
"84",2,1.11986466408743,2,0.0186100400170465,0.60083770933169,0.229706369446008,0.150845881205255,32,4,1,30,0.463765374601969,0.0776294291508559,-0.10353350945666,0.321531497643745,0.0298935109659999,-0.291276855170601
"85",2,1.45996939864457,1,0.133664547669295,0.352871257409097,0.271193935107712,0.242270259813896,32,5,1,30,-0.815728160823804,0.0641561938708907,3.36776473870934,3.58533067269739,-0.0173673331188809,1.01441175391709
"86",4,-0.347331900786666,2,0.0102077814222136,0.338869457252923,0.282305962910653,0.368616798414211,33,1,1,32,0.278273684146734,-0.504881806802586,-0.585644413516335,-0.211833603383945,-0.133659978299199,-0.348557525800724
"87",1,0.831993883190991,2,0.0841058208813843,0.457012352591007,0.261703096462491,0.197178730065117,33,2,1,32,-0.21503080048125,0.27870542679529,-0.10353350945666,-1.0415911337336,0.520213629772526,-0.264990596638778
"88",2,-0.650852314620294,2,0.0268092628424829,0.5300361710548,0.252992011557033,0.190162554545684,33,3,1,32,0.288719902556351,0.0843907569855494,3.36776473870934,-1.1533075572692,0.153388684729037,-0.10958677630699
"89",2,-0.235572275223803,1,0.0162516153023355,0.572982527958267,0.23921709174768,0.171548764991717,33,4,1,32,0.463765374601969,0.0776294291508559,-0.585644413516335,0.321531497643745,0.0298935109659999,-0.291276855170601
"90",2,-0.228750994563235,1,0.128420734559002,0.347433215112038,0.273634691617093,0.250511358711867,33,5,1,32,-0.815728160823804,0.0641561938708907,-0.10353350945666,3.58533067269739,-0.0173673331188809,1.01441175391709
"91",3,-2.33678369426381,2,0.0102478841562985,0.339537303920582,0.282310703054565,0.367904108868554,36,1,1,33,0.278273684146734,-0.504881806802586,3.36776473870934,-0.211833603383945,-0.133659978299199,-0.348557525800724
"92",2,-1.24597605288063,1,0.0842635085324085,0.457323760590876,0.261569457444415,0.1968432734323,36,2,1,33,-0.21503080048125,0.27870542679529,-0.585644413516335,-1.0415911337336,0.520213629772526,-0.264990596638778
"93",2,-2.11106013937258,1,0.0268943198940398,0.530669982713521,0.252795386314496,0.189640311077943,36,3,1,33,0.288719902556351,0.0843907569855494,-0.10353350945666,-1.1533075572692,0.153388684729037,-0.10958677630699
"94",4,0.299157729678838,2,0.0163115057502977,0.573744238047871,0.238972871393297,0.170971384808534,36,4,1,33,0.463765374601969,0.0776294291508559,3.36776473870934,0.321531497643745,0.0298935109659999,-0.291276855170601
"95",2,-2.61435918856019,2,0.128558981075629,0.347579944151093,0.273571361900804,0.250289712872475,36,5,1,33,-0.815728160823804,0.0641561938708907,-0.585644413516335,3.58533067269739,-0.0173673331188809,1.01441175391709
"96",4,-0.841516877918426,1,0.0226555924073041,0.488599762924126,0.26443421061915,0.22431043404942,37,1,1,36,0.278273684146734,-0.504881806802586,-0.10353350945666,-0.211833603383945,-0.133659978299199,-0.348557525800724
"97",2,1.35738653878485,1,0.123808672904531,0.516978388824028,0.227495466541573,0.131717471729867,37,2,1,36,-0.21503080048125,0.27870542679529,3.36776473870934,-1.0415911337336,0.520213629772526,-0.264990596638778
"98",2,-0.0664986412142823,2,0.0508875573547028,0.650641751684542,0.200841250584323,0.097629440376432,37,3,1,36,0.288719902556351,0.0843907569855494,-0.585644413516335,-1.1533075572692,0.153388684729037,-0.10958677630699
"99",3,0.367365239120358,2,0.034001013359539,0.713239004387198,0.17716759535237,0.0755923869008925,37,4,1,36,0.463765374601969,0.0776294291508559,-0.10353350945666,0.321531497643745,0.0298935109659999,-0.291276855170601
"100",3,0.692044495864334,1,0.161225979633978,0.377521409346195,0.257342658233362,0.203909952786465,37,5,1,36,-0.815728160823804,0.0641561938708907,3.36776473870934,3.58533067269739,-0.0173673331188809,1.01441175391709
"101",3,1.2735787099224,2,0.00815800737693572,0.302113762580125,0.280765334298591,0.408962895744349,38,1,1,37,0.278273684146734,-0.504881806802586,-0.585644413516335,-0.211833603383945,-0.133659978299199,-0.348557525800724
"102",3,0.0918083578741706,1,0.0755896506072508,0.439095544879953,0.268803402136083,0.216511402376713,38,2,1,37,-0.21503080048125,0.27870542679529,-0.10353350945666,-1.0415911337336,0.520213629772526,-0.264990596638778
"103",2,-1.35602448355357,2,0.022355636964434,0.493618783086486,0.263134001660295,0.220891578288786,38,3,1,37,0.288719902556351,0.0843907569855494,3.36776473870934,-1.1533075572692,0.153388684729037,-0.10958677630699
"104",2,1.00352069476112,2,0.0131516553206784,0.528918324713731,0.25188528115177,0.206044738813821,38,4,1,37,0.463765374601969,0.0776294291508559,-0.585644413516335,0.321531497643745,0.0298935109659999,-0.291276855170601
"105",4,0.936804609879118,2,0.120828763943122,0.33908463679862,0.27701898246147,0.263067616796788,38,5,1,37,-0.815728160823804,0.0641561938708907,-0.10353350945666,3.58533067269739,-0.0173673331188809,1.01441175391709
"106",4,1.26070182057624,2,0.00359699789333961,0.192597153356339,0.258789173471946,0.545016675278376,41,1,1,38,0.278273684146734,-0.504881806802586,3.36776473870934,-0.211833603383945,-0.133659978299199,-0.348557525800724
"107",4,0.782207260315846,1,0.0513298544274739,0.373455485179351,0.286343078756197,0.288871581636978,41,2,1,38,-0.21503080048125,0.27870542679529,-0.585644413516335,-1.0415911337336,0.520213629772526,-0.264990596638778
"108",2,-1.39029533734557,1,0.0113559587956049,0.363942815649661,0.281593845143586,0.343107380411148,41,3,1,38,0.288719902556351,0.0843907569855494,-0.10353350945666,-1.1533075572692,0.153388684729037,-0.10958677630699
"109",2,0.632281300284134,1,0.00589819736153775,0.369730701039353,0.274446507989404,0.349924593609705,41,4,1,38,0.463765374601969,0.0776294291508559,3.36776473870934,0.321531497643745,0.0298935109659999,-0.291276855170601
"110",2,2.87434018113975,1,0.0974355627482142,0.309368682411829,0.285955749806973,0.307240005032983,41,5,1,38,-0.815728160823804,0.0641561938708907,-0.585644413516335,3.58533067269739,-0.0173673331188809,1.01441175391709
"111",4,0.80230928445634,1,0.00348290951700259,0.189064327504451,0.257551187029945,0.549901575948601,42,1,1,41,0.278273684146734,-0.504881806802586,-0.10353350945666,-0.211833603383945,-0.133659978299199,-0.348557525800724
"112",3,1.19494964206119,1,0.0505548554483228,0.370910817534533,0.286784162444635,0.291750164572509,42,2,1,41,-0.21503080048125,0.27870542679529,3.36776473870934,-1.0415911337336,0.520213629772526,-0.264990596638778
"113",2,-0.663022381335562,1,0.0110513184005736,0.359123411481151,0.281743567316094,0.348081702802181,42,3,1,41,0.288719902556351,0.0843907569855494,-0.585644413516335,-1.1533075572692,0.153388684729037,-0.10958677630699
"114",3,1.58246498427057,2,0.00570897399227534,0.363828105169,0.274561984996019,0.355900935842706,42,4,1,41,0.463765374601969,0.0776294291508559,-0.10353350945666,0.321531497643745,0.0298935109659999,-0.291276855170601
"115",2,-2.83978803765524,2,0.0966308785184333,0.308226420077975,0.286211732335716,0.308930969067876,42,5,1,41,-0.815728160823804,0.0641561938708907,3.36776473870934,3.58533067269739,-0.0173673331188809,1.01441175391709
"116",2,-1.68038800516161,1,0.183450220202981,0.731798265869023,0.0732573279772897,0.0114941859507057,43,1,1,42,0.278273684146734,-0.504881806802586,-0.585644413516335,-0.211833603383945,-0.133659978299199,-0.348557525800724
"117",2,0.507571118873675,2,0.360698590733712,0.537465091654446,0.0843985754433826,0.0174377421684589,43,2,1,42,-0.21503080048125,0.27870542679529,-0.10353350945666,-1.0415911337336,0.520213629772526,-0.264990596638778
"118",2,-0.377977799738391,2,0.288577798687734,0.670490052099297,0.0376099214150675,0.0033222277979011,43,3,1,42,0.288719902556351,0.0843907569855494,3.36776473870934,-1.1533075572692,0.153388684729037,-0.10958677630699
"119",2,1.11631186512491,2,0.260047056437509,0.715347439257605,0.0233017260861144,0.00130377821877094,43,4,1,42,0.463765374601969,0.0776294291508559,-0.585644413516335,0.321531497643745,0.0298935109659999,-0.291276855170601
"120",4,0.342867110679709,1,0.324855497844912,0.43228113168298,0.167458028637656,0.0754053418344519,43,5,1,42,-0.815728160823804,0.0641561938708907,-0.10353350945666,3.58533067269739,-0.0173673331188809,1.01441175391709
"121",3,0.705259278640289,1,1.14719474108683e-05,0.00500476176207071,0.0547918834872323,0.940191882803286,44,1,1,43,0.278273684146734,-0.504881806802586,3.36776473870934,-0.211833603383945,-0.133659978299199,-0.348557525800724
"122",3,-0.624793013539503,2,0.00276230593296423,0.0723476401993463,0.199689854962469,0.725200198905221,44,2,1,43,-0.21503080048125,0.27870542679529,-0.585644413516335,-1.0415911337336,0.520213629772526,-0.264990596638778
"123",4,0.269772052169637,2,5.14214863741241e-05,0.0137264211035742,0.0884607618005101,0.897761395609541,44,3,1,43,0.288719902556351,0.0843907569855494,-0.10353350945666,-1.1533075572692,0.153388684729037,-0.10958677630699
"124",4,-1.29915447192169,1,8.07976370898908e-06,0.00632819713282314,0.0586904339234985,0.934973289179969,44,4,1,43,0.463765374601969,0.0776294291508559,3.36776473870934,0.321531497643745,0.0298935109659999,-0.291276855170601
"125",2,-1.1100087988393,1,0.022069038187704,0.141456999932638,0.263954527771421,0.572519434108237,44,5,1,43,-0.815728160823804,0.0641561938708907,-0.585644413516335,3.58533067269739,-0.0173673331188809,1.01441175391709
"126",4,0.733051058289443,1,0.000408306923021382,0.0510626882808915,0.160253368155021,0.788275636641067,47,1,1,44,0.278273684146734,-0.504881806802586,-0.10353350945666,-0.211833603383945,-0.133659978299199,-0.348557525800724
"127",3,0.392828128576044,1,0.0180016117317641,0.219852611234356,0.2829638159661,0.47918196106778,47,2,1,44,-0.21503080048125,0.27870542679529,3.36776473870934,-1.0415911337336,0.520213629772526,-0.264990596638778
